	review	label	index	wordcount	length_bracket	prediction_zeroshot	Qwen-0.5B_zeroshot	prediction_fewshot	Qwen-0.5B_fewshot	prediction_fewshot-with-most-similar-examples	Qwen-0.5B_fewshot-with-most-similar-examples	Qwen-1.5B_zeroshot	Qwen-1.5B_fewshot	Qwen-1.5B_fewshot-with-most-similar-examples	review_dup	label_dup	wordcount_dup	length_bracket_dup	prediction_chain-of-thought-instructions	Qwen-0.5B_chain-of-thought-instructions	prediction_chain-of-thought-traditional	Qwen-0.5B_chain-of-thought-traditional	Qwen-1.5B_chain-of-thought-instructions	Qwen-1.5B_chain-of-thought-traditional	prediction_chain-of-thought-with-numeric-rating	Qwen-0.5B_chain-of-thought-with-numeric-rating	rating-Qwen-0.5B	Qwen-1.5B_chain-of-thought-with-numeric-rating	rating-Qwen-1.5B	prediction_chain-of-thought-rewatch-likelihood	Qwen-0.5B_chain-of-thought-rewatch-likelihood	likelihood_to_rewatch-Qwen-0.5B	Qwen-1.5B_chain-of-thought-rewatch-likelihood	likelihood_to_rewatch-Qwen-1.5B	prediction_rating-based_sentiment-analysis	Qwen-0.5B_rating-based_sentiment-analysis	rating-Qwen-0.5B_dup	prediction_keyword-based_sentiment_analysis	Qwen-0.5B_keyword-based_sentiment_analysis	key_phrases-Qwen-0.5B	Qwen-1.5B_rating-based_sentiment-analysis	rating-Qwen-1.5B_dup	Qwen-1.5B_keyword-based_sentiment_analysis	key_phrases-Qwen-1.5B
275	Although the concept of a 32 year old woman portraying a 12 year old girl might be a stretch for today's  sophisticated audiences,in the 1920's this was what the fans of Mary Pickford desired and expected from their favorite star. The opening scene displays Annie's tomboyish character as the apparent leader of a multi-ethnic street gang in comic 'battle' with a rival group. The sight of a young girl being socked in the jaw and kicked may be a bit crude, but the scene is played in such an 'Our Gang' fashion that it would be hard to take any of this seriously. Anyway, Annie can dish it out as well as take it. Once Annie returns to her tenement home and replaces her street duds with more girlish attire, it becomes more difficult (especially in close-ups) to imagine this beautiful young woman as a street urchin. However, for those who can muster the required suspension of disbelief, the rest of the movie has it's rewards. Vacillating between comedy (Annie's gang puts on a show) to sentiment (Annie plans a birthday surprise for her Irish policeman father) to tragedy (her father is killed on his birthday), the film gives Mary ample opportunity to display a range of emotions that would please her fans of any era.  Of course the requisite 'happy ending' is eventually achieved; the evildoers are apprehended with the help of Annie's friends and rivals and she is last seen in the company of her pals riding down a busy thoroughfare on a sunny day. Which is a good a way as any for a Mary Pickford movie to end.  	1	5370	272	5	1	TP	1.0	TP	1.0	FN	TP	TP	TP	Although the concept of a 32 year old woman portraying a 12 year old girl might be a stretch for today's  sophisticated audiences,in the 1920's this was what the fans of Mary Pickford desired and expected from their favorite star. The opening scene displays Annie's tomboyish character as the apparent leader of a multi-ethnic street gang in comic 'battle' with a rival group. The sight of a young girl being socked in the jaw and kicked may be a bit crude, but the scene is played in such an 'Our Gang' fashion that it would be hard to take any of this seriously. Anyway, Annie can dish it out as well as take it. Once Annie returns to her tenement home and replaces her street duds with more girlish attire, it becomes more difficult (especially in close-ups) to imagine this beautiful young woman as a street urchin. However, for those who can muster the required suspension of disbelief, the rest of the movie has it's rewards. Vacillating between comedy (Annie's gang puts on a show) to sentiment (Annie plans a birthday surprise for her Irish policeman father) to tragedy (her father is killed on his birthday), the film gives Mary ample opportunity to display a range of emotions that would please her fans of any era.  Of course the requisite 'happy ending' is eventually achieved; the evildoers are apprehended with the help of Annie's friends and rivals and she is last seen in the company of her pals riding down a busy thoroughfare on a sunny day. Which is a good a way as any for a Mary Pickford movie to end.  	1	272	5	1	TP	1.0	TP	TP	TP	1	TP	9.333333333333334	TP	6.333333333333333	1	TP	10.0	TP	8.0	1	TP	8.333333333333334	1.0	TP	"- ""sophisticated audiences""
- ""crude""
- ""Our Gang fashion""
- ""suspension of disbelief""
- ""range of emotions""
- ""happy ending"""	TP	7.333333333333333	TP	"- ""sophisticated audiences""
- ""crude""
- ""Our Gang fashion""
- ""suspension of disbelief""
- ""range of emotions""
- ""happy ending"""
276	Unfortunately, this has been showing on Star Movies here in Thailand for the last week or so. It's complete rubbish acting. As another member said, this movie is a good example of 'how not to act.' I haven't seen a movie so poorly acted in a long time. The actors (can you call them 'actors'?) are completely flat and deliver their lines with the passion of a dead dog. I would say that in order to truly understand how bad the acting is, you would have to see the movie... but that would be akin to torture.  I cringe as the leading lady delivers her lines, and the rest of the cast with their accents (fake or contrived) is equally heinous. Another actress with the fake British accent was pretty, yes, but good lord was her accent terrible. Mix that with her (lack of) acting and you have a disaster. She should just have said nothing and I could have accepted her as the pretty girl. Oh my, we just got to the scene where the leading lady's lover says 'Really me?' after a forced crying scene from her. Laughable. No, really, I just laughed out loud.  The sets and the art directors offer some saving grace to the film. Some of the sets are colorful and some of the scenes are rather nice (minus the actors).  The old magic potion lady? What?! Another member mentioned the 'modern' love song that was in the movie. Totally inappropriate for a period piece set some 500 years ago.  I understand the movie was considered 'Big Budget' in Thailand at the time of it's production. I would be seriously upset if I were the producer of this movie. Just goes to show that money does not necessarily make a good (or even mediocre) film.  I would give the King Maker a 1 out of 10, but the costumes and sets make save the film from such a rating. 2 out of 10.	0	5384	329	5	0	TN	0.0	TN	0.0	TN	TN	TN	TN	Unfortunately, this has been showing on Star Movies here in Thailand for the last week or so. It's complete rubbish acting. As another member said, this movie is a good example of 'how not to act.' I haven't seen a movie so poorly acted in a long time. The actors (can you call them 'actors'?) are completely flat and deliver their lines with the passion of a dead dog. I would say that in order to truly understand how bad the acting is, you would have to see the movie... but that would be akin to torture.  I cringe as the leading lady delivers her lines, and the rest of the cast with their accents (fake or contrived) is equally heinous. Another actress with the fake British accent was pretty, yes, but good lord was her accent terrible. Mix that with her (lack of) acting and you have a disaster. She should just have said nothing and I could have accepted her as the pretty girl. Oh my, we just got to the scene where the leading lady's lover says 'Really me?' after a forced crying scene from her. Laughable. No, really, I just laughed out loud.  The sets and the art directors offer some saving grace to the film. Some of the sets are colorful and some of the scenes are rather nice (minus the actors).  The old magic potion lady? What?! Another member mentioned the 'modern' love song that was in the movie. Totally inappropriate for a period piece set some 500 years ago.  I understand the movie was considered 'Big Budget' in Thailand at the time of it's production. I would be seriously upset if I were the producer of this movie. Just goes to show that money does not necessarily make a good (or even mediocre) film.  I would give the King Maker a 1 out of 10, but the costumes and sets make save the film from such a rating. 2 out of 10.	0	329	5	0	TN	0.0	TN	TN	TN	0	TN	1.0	TN	1.3333333333333333	0	TN	0.6666666666666666	TN	1.0	0	TN	1.0	0.0	TN	"- ""complete rubbish acting""
- ""poorly acted""
- ""flat and deliver their lines with the passion of a dead dog""
- ""cringe as the leading lady delivers her lines""
- ""laughable""
- ""inappropriate for a period piece""
- ""money does not necessarily make a good (or even mediocre) film""
- ""1 out of 10""
- ""2 out of 10"""	TN	2.0	TN	"- ""complete rubbish acting""
- ""poorly acted""
- ""flat and deliver their lines with the passion of a dead dog""
- ""cringe as the leading lady delivers her lines""
- ""laughable""
- ""inappropriate for a period piece""
- ""money does not necessarily make a good (or even mediocre) film""
- ""1 out of 10""
- ""2 out of 10"""
277	I gave this film 8 out of 10, reserving 10 for e.g Amadeus, and 9 for Slumdog Millionaire most recently. This film is close to Slumdog, but it is difficult to judge on such film without understanding Balkan life, mentality and a soul which Kusturica presents masterfully. To understand it you really need to be one of Balkan. This is an amazing movie, much better and more contemporary of his previous films, which are boring at this time, I think Kusturica is moving forward with this movie. I like humour (Balkan humour), photography is an art itself, each scene is artistic to the limit. Plot is probably a fairy tale , don't recall it now, but remember reading to my daughter-going-to sleep a similar story.	1	5430	125	1	1	TP	1.0	FN	1.0	TP	TP	TP	TP	I gave this film 8 out of 10, reserving 10 for e.g Amadeus, and 9 for Slumdog Millionaire most recently. This film is close to Slumdog, but it is difficult to judge on such film without understanding Balkan life, mentality and a soul which Kusturica presents masterfully. To understand it you really need to be one of Balkan. This is an amazing movie, much better and more contemporary of his previous films, which are boring at this time, I think Kusturica is moving forward with this movie. I like humour (Balkan humour), photography is an art itself, each scene is artistic to the limit. Plot is probably a fairy tale , don't recall it now, but remember reading to my daughter-going-to sleep a similar story.	1	125	1	1	TP	1.0	TP	TP	TP	1	TP	8.0	TP	8.333333333333334	1	TP	10.0	TP	9.666666666666666	1	TP	9.0	1.0	TP	"- 8 out of 10
- Masterfully
- Amazing
- Moving forward
- Artistic
- Fairy tale"	TP	8.0	TP	"- 8 out of 10
- Masterfully
- Amazing
- Moving forward
- Artistic
- Fairy tale"
278	The only previous Gordon film I had watched was the kiddie adventure THE MAGIC SWORD (1962), though I followed this soon after with EMPIRE OF THE ANTS (1977); he seems to be best remembered, however, for his sci-fi work of the 1950s.  Anyway, I happened upon this one in a DVD rental shop: hadn't I noticed Orson Welles' unmistakable figure on the sleeve, I probably wouldn't even have bothered with it – since I know the film under its original title, NECROMANCY! I'd seen a still from it on an old horror tome of my father's: the actor's presence in a film about diabolism seemed like a great idea which couldn't possibly miss, but the end result – particularly in this bastardized edition – is a disaster! I honestly felt sorry for Welles who looks bored and, rather than in his deep and commanding voice, he mutters the inane demonic invocations almost in whispers!!  The plot is, basically, yet another retread of ROSEMARY'S BABY (1968): a couple is invited to a remote community under false pretenses and soon discover themselves to be surrounded by diabolists. The girl, played by Pamela Franklin, ostensibly has supernatural powers (passed on from her mother, who appears intermittently throughout to warn her – though, as delivered in an intense manner through clenched teeth, the latter's speeches end up being largely incoherent and the fount of immense hilarity every time she appears!) and is expected to revive Welles' deceased young son from the dead!! For what it's worth, Franklin – a genre regular, right down from her debut performance in THE INNOCENTS (1961) – isn't bad in her role (which requires some nudity and experiences several semi-eerie hallucinations during the course of the film); hubby Michael Ontkean, however, isn't up to the challenge of his John Cassavetes-like character. Some of the other girls look good as well – notably Lee Purcell, whose belated decision to help Franklin in escaping from town eventually proves her undoing.  Events come to a head in an incredibly muddled climax, which sees the Satanists ultimately turning on Franklin and have her take the revived boy's place in the coffin (that's gratitude for you!). While the added scenes do stick out (the hilarious opening ceremony and other would-be erotic embellishments), the overall quality of the film would have still been poor without them; then again, this particular version is further sunk by the tacked-on electronic score – which is wholly inappropriate, and cheesy in the extreme!	0	5438	414	6	0	TN	0.0	TN	0.0	TN	TN	TN	TN	The only previous Gordon film I had watched was the kiddie adventure THE MAGIC SWORD (1962), though I followed this soon after with EMPIRE OF THE ANTS (1977); he seems to be best remembered, however, for his sci-fi work of the 1950s.  Anyway, I happened upon this one in a DVD rental shop: hadn't I noticed Orson Welles' unmistakable figure on the sleeve, I probably wouldn't even have bothered with it – since I know the film under its original title, NECROMANCY! I'd seen a still from it on an old horror tome of my father's: the actor's presence in a film about diabolism seemed like a great idea which couldn't possibly miss, but the end result – particularly in this bastardized edition – is a disaster! I honestly felt sorry for Welles who looks bored and, rather than in his deep and commanding voice, he mutters the inane demonic invocations almost in whispers!!  The plot is, basically, yet another retread of ROSEMARY'S BABY (1968): a couple is invited to a remote community under false pretenses and soon discover themselves to be surrounded by diabolists. The girl, played by Pamela Franklin, ostensibly has supernatural powers (passed on from her mother, who appears intermittently throughout to warn her – though, as delivered in an intense manner through clenched teeth, the latter's speeches end up being largely incoherent and the fount of immense hilarity every time she appears!) and is expected to revive Welles' deceased young son from the dead!! For what it's worth, Franklin – a genre regular, right down from her debut performance in THE INNOCENTS (1961) – isn't bad in her role (which requires some nudity and experiences several semi-eerie hallucinations during the course of the film); hubby Michael Ontkean, however, isn't up to the challenge of his John Cassavetes-like character. Some of the other girls look good as well – notably Lee Purcell, whose belated decision to help Franklin in escaping from town eventually proves her undoing.  Events come to a head in an incredibly muddled climax, which sees the Satanists ultimately turning on Franklin and have her take the revived boy's place in the coffin (that's gratitude for you!). While the added scenes do stick out (the hilarious opening ceremony and other would-be erotic embellishments), the overall quality of the film would have still been poor without them; then again, this particular version is further sunk by the tacked-on electronic score – which is wholly inappropriate, and cheesy in the extreme!	0	414	6	0	TN	0.0	TN	TN	TN	0	TN	1.0	TN	1.6666666666666667	0	TN	1.0	TN	1.3333333333333333	0	TN	1.0	0.0	TN	"- ""disaster""
- ""bored""
- ""mutters the inane demonic invocations almost in whispers!!""
- ""basically, yet another retread of ROSEMARY'S BABY (1968)""
- ""Franklin – a genre regular, right down from her debut performance in THE INNOCENTS (1961)""
- ""not up to the challenge of his John Cassavetes-like character""
- ""events come to a head in an incredibly muddled climax""
- ""cheesy in the extreme"""	TN	2.0	TN	"- ""disaster""
- ""bored""
- ""mutters the inane demonic invocations almost in whispers!!""
- ""basically, yet another retread of ROSEMARY'S BABY (1968)""
- ""Franklin – a genre regular, right down from her debut performance in THE INNOCENTS (1961)""
- ""not up to the challenge of his John Cassavetes-like character""
- ""events come to a head in an incredibly muddled climax""
- ""cheesy in the extreme"""
279	****Probably will contain spoilers****  After a successful attempt to get attention (I would not call making sure that you get help before you die a 'failed suicide attempt'), Joey finds out that she is pregnant and starts seeing images of spirits.  Overall the movie was a little slow going, but entertaining enough to watch the whole thing. For a horror movie, there were only a few minor creeps and thrills. Halfway through, however, was a really good scary scene (I wont give it away though) :) I watched this movie because I really liked the preceding movie, The Eye.  I was a little confused, however to determine that, other than being a 'supernatural suspense' movie from the same creators, The Eye 2 had NO relation to The Eye, *whatsoever*; different cast, different story. The Eye2 does not even have anything to do with eyes :\  The movie had a few questionable scenes: Joey attempts suicide 3 times (4 times, if you count the time when witnesses say they saw Joey trying to jump in front of the train), she is associated with brutally defacing an attacker, she freaks out in a restaurant and witnesses say she was 'attacking' people and yet she is allowed to go about her business freely, without even so much as a psyche evaluation or put in the hospital (for reasons other than her pregnancy).  The movie was not the greatest horror movie, the story was rather far-fetched (even for a fiction movie :P ), the spooks were either few and/or nothing we have not seen before. However, it was an 'interesting' story and once you know what the 'truth' is behind the spooks, it was an interesting twist on the 'ghost' story.  I rate the movie 3 out of 10.	0	5446	295	5	0	TN	0.0	TN	0.0	FP	TN	TN	TN	****Probably will contain spoilers****  After a successful attempt to get attention (I would not call making sure that you get help before you die a 'failed suicide attempt'), Joey finds out that she is pregnant and starts seeing images of spirits.  Overall the movie was a little slow going, but entertaining enough to watch the whole thing. For a horror movie, there were only a few minor creeps and thrills. Halfway through, however, was a really good scary scene (I wont give it away though) :) I watched this movie because I really liked the preceding movie, The Eye.  I was a little confused, however to determine that, other than being a 'supernatural suspense' movie from the same creators, The Eye 2 had NO relation to The Eye, *whatsoever*; different cast, different story. The Eye2 does not even have anything to do with eyes :\  The movie had a few questionable scenes: Joey attempts suicide 3 times (4 times, if you count the time when witnesses say they saw Joey trying to jump in front of the train), she is associated with brutally defacing an attacker, she freaks out in a restaurant and witnesses say she was 'attacking' people and yet she is allowed to go about her business freely, without even so much as a psyche evaluation or put in the hospital (for reasons other than her pregnancy).  The movie was not the greatest horror movie, the story was rather far-fetched (even for a fiction movie :P ), the spooks were either few and/or nothing we have not seen before. However, it was an 'interesting' story and once you know what the 'truth' is behind the spooks, it was an interesting twist on the 'ghost' story.  I rate the movie 3 out of 10.	0	295	5	0	FP	0.0	TN	TN	TN	0	TN	3.0	TN	3.0	0	TN	4.333333333333333	TN	4.333333333333333	0	TN	3.0	1.0	FP	"- ""entertaining enough to watch the whole thing""
- ""I was a little confused, however to determine that, other than being a 'supernatural suspense' movie from the same creators, The Eye 2 had NO relation to The Eye, *whatsoever*""
- ""The movie was not the greatest horror movie""
- ""However, it was an 'interesting' story and once you know what the 'truth' is behind the spooks, it was an interesting twist on the 'ghost' story""
- ""I rate the movie 3 out of 10"""	TN	3.0	FP	"- ""entertaining enough to watch the whole thing""
- ""I was a little confused, however to determine that, other than being a 'supernatural suspense' movie from the same creators, The Eye 2 had NO relation to The Eye, *whatsoever*""
- ""The movie was not the greatest horror movie""
- ""However, it was an 'interesting' story and once you know what the 'truth' is behind the spooks, it was an interesting twist on the 'ghost' story""
- ""I rate the movie 3 out of 10"""
280	This really should have been a one star, but there was so many, clichés, predictable twists, seen it all before slasher flick parallels that I actually give it an extra star for the fact it made me laugh...although this was never the directors intention Im sure.  I don't often write comments about films, they have to be either sensational, or in this ones case really bad.  To be honest, as soon as I saw Jeff Fahey in it I knew it was going to be poor as he has a unique nose for picking out the worst films.  Somehow the farce of it all made me watch it all the way through, possibly for the hilarious voice of MR T, (not relay Mr T, but you'll know what I mean if you bother to watch this), if you do watch it, make sure you don't pay to see it. This may have worked had they actually put intended comedy into it, but Im sure you'll find the odd laugh here and there at the farce of it all...	0	5467	178	3	0	FP	0.0	TN	0.0	TN	TN	TN	TN	This really should have been a one star, but there was so many, clichés, predictable twists, seen it all before slasher flick parallels that I actually give it an extra star for the fact it made me laugh...although this was never the directors intention Im sure.  I don't often write comments about films, they have to be either sensational, or in this ones case really bad.  To be honest, as soon as I saw Jeff Fahey in it I knew it was going to be poor as he has a unique nose for picking out the worst films.  Somehow the farce of it all made me watch it all the way through, possibly for the hilarious voice of MR T, (not relay Mr T, but you'll know what I mean if you bother to watch this), if you do watch it, make sure you don't pay to see it. This may have worked had they actually put intended comedy into it, but Im sure you'll find the odd laugh here and there at the farce of it all...	0	178	3	0	FP	0.0	FP	TN	TN	0	TN	4.333333333333333	TN	4.333333333333333	0	FP	9.0	TN	3.3333333333333335	0	FP	6.0	1.0	FP	"- **One star**: ""This really should have been a one star""
- **Emotional reaction**: ""I actually give it an extra star for the fact it made me laugh""
- **Praise**: ""I don't often write comments about films, they have to be either sensational, or in this ones case really bad""
- **Criticism**: ""The farce of it all made me watch it all the way through, possibly for the hilarious voice of MR T, (not relay Mr T, but you'll know what I mean if you bother to watch this)""
- **Director's criticism**: ""Jeff Fahey in it I knew it was going to be poor as he has a unique nose for picking out the worst films"""	TN	3.6666666666666665	FP	"- **One star**: ""This really should have been a one star""
- **Emotional reaction**: ""I actually give it an extra star for the fact it made me laugh""
- **Praise**: ""I don't often write comments about films, they have to be either sensational, or in this ones case really bad""
- **Criticism**: ""The farce of it all made me watch it all the way through, possibly for the hilarious voice of MR T, (not relay Mr T, but you'll know what I mean if you bother to watch this)""
- **Director's criticism**: ""Jeff Fahey in it I knew it was going to be poor as he has a unique nose for picking out the worst films"""
281	okay, but just plain dumb. Not bad for a horror/comedy film. I was reading how people switched it with the Michael version and that is a good trick in my opinion because some grown ups hate horrors and when they see this one it will get them interested in horror films like this one or maybe (never seen it) the horror (possibly comedy) uncle Sam, i'll have to see about renting or buying that film but the 2nd is way better then this one but i bought this one on VHS of Amazon and got it November 21, the day before thanksgiving. worth the four bucks, l.o.l. at this film.  9/10	1	5488	111	1	0	TP	1.0	FN	1.0	FN	FN	TP	TP	okay, but just plain dumb. Not bad for a horror/comedy film. I was reading how people switched it with the Michael version and that is a good trick in my opinion because some grown ups hate horrors and when they see this one it will get them interested in horror films like this one or maybe (never seen it) the horror (possibly comedy) uncle Sam, i'll have to see about renting or buying that film but the 2nd is way better then this one but i bought this one on VHS of Amazon and got it November 21, the day before thanksgiving. worth the four bucks, l.o.l. at this film.  9/10	1	111	1	0	TP	0.0	FN	FN	FN	1	TP	9.0	TP	8.333333333333334	1	TP	7.666666666666667	TP	7.666666666666667	1	TP	9.0	1.0	TP	"- ""dumb""
- ""not bad""
- ""way better""
- ""worth the four bucks""
- ""l.o.l."""	TP	9.0	TP	"- ""dumb""
- ""not bad""
- ""way better""
- ""worth the four bucks""
- ""l.o.l."""
282	'Birth of the Beatles', for being a US television movie, released in the fall of 1979 has actually been, so far the best movie which tells the tale of the the four lads from Liverpool that revolutionized the music industry and the world. As told by the point of view of former Beatle Pete Best. The performance from the entire cast is excellent but, most especially the performance by Stephen Mackenna as John Lennon and Rod Culbertson as Paul McCartney. The film was produced by a legend of the Rock and Roll era,Mr Dick Clark. Who a year earlier in 1978 had produced another TV movie, that has stood the test of time starring 'Kurt Rusell' in the lead role about another musical legend; 'ELVIS'. That movie was directed by an unknown director named 'John Carpenter' who went on to direct other successful movies such as; 'Halloween','Escape From New York', and 'The Thing'. The same can be said for the director of the 'Birth of the Beatles', Mr Richard Marquand. He went on to direct other theatrical blockbusters such as 'Star Wars Return of the Jedi','Eye of the Needle',and 'Jagged Edge' among many. The only other film that tells the story of the Fab Four that I know of,is Back Beat which had a theatrical release in 1994. However, the critics did not care for it,nor did the public, for it did not have a long life span in the theater. Birth of the Beatles is very charming and simplistic film that gives you the essence of the beginning of the legend and the struggles & hardships they went thru and ends at there pinnacle of success when they arrive in NYC and appear in the Ed Sullivan show in 1964. I highly recommend this film.	1	5497	296	5	1	TP	1.0	TP	1.0	TP	TP	TP	TP	'Birth of the Beatles', for being a US television movie, released in the fall of 1979 has actually been, so far the best movie which tells the tale of the the four lads from Liverpool that revolutionized the music industry and the world. As told by the point of view of former Beatle Pete Best. The performance from the entire cast is excellent but, most especially the performance by Stephen Mackenna as John Lennon and Rod Culbertson as Paul McCartney. The film was produced by a legend of the Rock and Roll era,Mr Dick Clark. Who a year earlier in 1978 had produced another TV movie, that has stood the test of time starring 'Kurt Rusell' in the lead role about another musical legend; 'ELVIS'. That movie was directed by an unknown director named 'John Carpenter' who went on to direct other successful movies such as; 'Halloween','Escape From New York', and 'The Thing'. The same can be said for the director of the 'Birth of the Beatles', Mr Richard Marquand. He went on to direct other theatrical blockbusters such as 'Star Wars Return of the Jedi','Eye of the Needle',and 'Jagged Edge' among many. The only other film that tells the story of the Fab Four that I know of,is Back Beat which had a theatrical release in 1994. However, the critics did not care for it,nor did the public, for it did not have a long life span in the theater. Birth of the Beatles is very charming and simplistic film that gives you the essence of the beginning of the legend and the struggles & hardships they went thru and ends at there pinnacle of success when they arrive in NYC and appear in the Ed Sullivan show in 1964. I highly recommend this film.	1	296	5	1	TP	1.0	TP	TP	TP	1	TP	9.666666666666666	TP	9.666666666666666	1	TP	10.0	TP	10.0	1	TP	7.666666666666667	1.0	TP	"- ""best movie""
- ""excellent performance""
- ""most especially""
- ""stand the test of time""
- ""legend of the Rock and Roll era""
- ""Rock and Roll era""
- ""simplistic film""
- ""highly recommend"""	TP	10.0	TP	"- ""best movie""
- ""excellent performance""
- ""most especially""
- ""stand the test of time""
- ""legend of the Rock and Roll era""
- ""Rock and Roll era""
- ""simplistic film""
- ""highly recommend"""
283	This movie is very hilarious, and it has a great compilation of actors like William H. Macy which always have perform this kind of roles, maybe his most representative, Fargo; and George Clooney which is a very good actor showing his comedian work in brothers Cohen film 'Oh brother, where art thou?' which results to be one of my favorite movies ever! But it's been hard to find 'Welcome to Collinwood', here in Mexico. My city lacks of good places where to buy some good films. I tried to buy it at Blockbuster but they don't know it by the original name, so maybe it will be a little easier to find if I have the name they gave to it in Mexico, do someone knows it?, because I can't remember! Cheers. A.	1	5507	133	2	1	TP	1.0	FN	1.0	TP	TP	TP	TP	This movie is very hilarious, and it has a great compilation of actors like William H. Macy which always have perform this kind of roles, maybe his most representative, Fargo; and George Clooney which is a very good actor showing his comedian work in brothers Cohen film 'Oh brother, where art thou?' which results to be one of my favorite movies ever! But it's been hard to find 'Welcome to Collinwood', here in Mexico. My city lacks of good places where to buy some good films. I tried to buy it at Blockbuster but they don't know it by the original name, so maybe it will be a little easier to find if I have the name they gave to it in Mexico, do someone knows it?, because I can't remember! Cheers. A.	1	133	2	1	TP	1.0	TP	TP	TP	1	TP	6.0	TP	8.333333333333334	1	FN	4.333333333333333	TP	10.0	1	TP	5.666666666666667	1.0	TP	"- ""very hilarious""
- ""great compilation of actors""
- ""William H. Macy""
- ""George Clooney""
- ""perform this kind of roles""
- ""his most representative""
- ""Oh brother, where art thou'""
- ""one of my favorite movies ever!""
- ""hard to find""
- ""Cheers"""	TP	7.333333333333333	TP	"- ""very hilarious""
- ""great compilation of actors""
- ""William H. Macy""
- ""George Clooney""
- ""perform this kind of roles""
- ""his most representative""
- ""Oh brother, where art thou'""
- ""one of my favorite movies ever!""
- ""hard to find""
- ""Cheers"""
284	Seldom do I give up on a movie without seeing the entire show. This is particularly true when I have rented it on DVD. Syriana was one in which I did give up. Half way through I turned it off in bored disgust.  This movie is disjointed, boring, confusing and lackluster. The acting was dry and without credible portrayals. The general plot was good but developed in such an insipid and boring fashion that it failed to grasp my attention or interest. The multiple sub plots often failed to connect to each other and seemed more like random stories than an actual connected plot. Too bad such a serious subject and such great actors could create such a flop. I cannot imagine this movie receiving any nominations much less an award.	0	5511	131	2	0	TN	0.0	TN	0.0	TN	TN	TN	TN	Seldom do I give up on a movie without seeing the entire show. This is particularly true when I have rented it on DVD. Syriana was one in which I did give up. Half way through I turned it off in bored disgust.  This movie is disjointed, boring, confusing and lackluster. The acting was dry and without credible portrayals. The general plot was good but developed in such an insipid and boring fashion that it failed to grasp my attention or interest. The multiple sub plots often failed to connect to each other and seemed more like random stories than an actual connected plot. Too bad such a serious subject and such great actors could create such a flop. I cannot imagine this movie receiving any nominations much less an award.	0	131	2	0	TN	0.0	TN	TN	TN	0	TN	1.0	TN	1.0	0	TN	0.6666666666666666	TN	1.0	0	TN	1.0	0.0	TN	"- ""disjointed""
- ""boring""
- ""confusing""
- ""lackluster""
- ""dry""
- ""insipid""
- ""boring fashion""
- ""random stories""
- ""flop""
- ""no nominations""
- ""award"""	TN	2.0	TN	"- ""disjointed""
- ""boring""
- ""confusing""
- ""lackluster""
- ""dry""
- ""insipid""
- ""boring fashion""
- ""random stories""
- ""flop""
- ""no nominations""
- ""award"""
285	I saw the second part of this beautiful period piece set on a ship sometime in the 19th century. Golding's book must be responsible for some of the superb dialogue but everything else was good too! I especially liked the way they created the period and feeling of being on the ship so well. For me this had a feeling of completeness about it which I know I won't be able to convey in words... Perhaps it was the way they mixed in technical and historical details about sailing in the eighteen hundreds to the story without messing it up. Benedict Cumberbatch was excellent, as was the rest of the cast. It's not often a mini-series sends me to the 'zone', but this one did.	1	5567	125	1	1	TP	1.0	TP	1.0	FN	TP	TP	TP	I saw the second part of this beautiful period piece set on a ship sometime in the 19th century. Golding's book must be responsible for some of the superb dialogue but everything else was good too! I especially liked the way they created the period and feeling of being on the ship so well. For me this had a feeling of completeness about it which I know I won't be able to convey in words... Perhaps it was the way they mixed in technical and historical details about sailing in the eighteen hundreds to the story without messing it up. Benedict Cumberbatch was excellent, as was the rest of the cast. It's not often a mini-series sends me to the 'zone', but this one did.	1	125	1	1	TP	1.0	TP	TP	TP	1	TP	8.666666666666666	TP	9.0	1	TP	8.333333333333334	TP	10.0	1	TP	6.666666666666667	1.0	TP	"- ""beautiful period piece""
- ""superb dialogue""
- ""good too""
- ""especially liked""
- ""feeling of being on the ship""
- ""complete""
- ""excellent""
- ""sent me to the 'zone'""
- ""mini-series"""	TP	8.666666666666666	TP	"- ""beautiful period piece""
- ""superb dialogue""
- ""good too""
- ""especially liked""
- ""feeling of being on the ship""
- ""complete""
- ""excellent""
- ""sent me to the 'zone'""
- ""mini-series"""
